round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.3242,0.37674,0.33011,0.23423,0.3242,0.3242,0.3242
2,0.4889,0.46209,0.50394,0.39628,0.4889,0.4889,0.4889
3,0.5937,0.5319,0.59449,0.51534,0.5937,0.5937,0.5937
4,0.6076,0.67026,0.61367,0.54686,0.6076,0.6076,0.6076
5,0.665,0.67646,0.6638,0.60008,0.665,0.665,0.665
6,0.6896,0.69228,0.6915,0.62419,0.6896,0.6896,0.6896
7,0.715,0.69605,0.71483,0.64239,0.715,0.715,0.715
8,0.7287,0.78645,0.72926,0.66597,0.7287,0.7287,0.7287
9,0.8016,0.82184,0.80045,0.77524,0.8016,0.8016,0.8016
10,0.7974,0.84747,0.79654,0.76189,0.7974,0.7974,0.7974
11,0.8053,0.81609,0.80443,0.78083,0.8053,0.8053,0.8053
12,0.7986,0.84053,0.79986,0.7864,0.7986,0.7986,0.7986
13,0.7946,0.83594,0.79512,0.78077,0.7946,0.7946,0.7946
14,0.8364,0.86267,0.83529,0.83011,0.8364,0.8364,0.8364
15,0.8467,0.85973,0.8469,0.84023,0.8467,0.8467,0.8467
16,0.8277,0.86597,0.8274,0.80465,0.8277,0.8277,0.8277
17,0.8671,0.87529,0.86792,0.86494,0.8671,0.8671,0.8671
18,0.8521,0.86685,0.85232,0.84643,0.8521,0.8521,0.8521
19,0.8149,0.854,0.81448,0.79396,0.8149,0.8149,0.8149
20,0.8769,0.88624,0.87647,0.87542,0.8769,0.8769,0.8769
21,0.8764,0.88935,0.87554,0.87461,0.8764,0.8764,0.8764
22,0.8734,0.88243,0.87344,0.86875,0.8734,0.8734,0.8734
23,0.8615,0.87667,0.86177,0.85394,0.8615,0.8615,0.8615
24,0.8472,0.87265,0.84771,0.84531,0.8472,0.8472,0.8472
25,0.8937,0.89943,0.89268,0.89234,0.8937,0.8937,0.8937
26,0.9003,0.90261,0.90081,0.89987,0.9003,0.9003,0.9003
27,0.8926,0.89706,0.89259,0.89056,0.8926,0.8926,0.8926
28,0.8679,0.88458,0.86858,0.86701,0.8679,0.8679,0.8679
29,0.8835,0.89248,0.88344,0.88034,0.8835,0.8835,0.8835
30,0.9091,0.91151,0.90911,0.90837,0.9091,0.9091,0.9091
31,0.8906,0.90122,0.89092,0.8911,0.8906,0.8906,0.8906
32,0.9023,0.90782,0.90214,0.90208,0.9023,0.9023,0.9023
33,0.8958,0.89948,0.89609,0.89293,0.8958,0.8958,0.8958
34,0.9139,0.91639,0.91407,0.91354,0.9139,0.9139,0.9139
35,0.8893,0.89914,0.88992,0.88839,0.8893,0.8893,0.8893
36,0.896,0.90176,0.89673,0.89319,0.896,0.896,0.896
37,0.8877,0.89719,0.88834,0.88424,0.8877,0.8877,0.8877
38,0.8942,0.90133,0.89412,0.89116,0.8942,0.8942,0.8942
39,0.906,0.90982,0.90601,0.90454,0.906,0.906,0.906
40,0.9097,0.91421,0.90961,0.9093,0.9097,0.9097,0.9097
41,0.9063,0.91087,0.90585,0.90485,0.9063,0.9063,0.9063
42,0.8884,0.89884,0.88835,0.88464,0.8884,0.8884,0.8884
43,0.9213,0.92299,0.9215,0.92075,0.9213,0.9213,0.9213
44,0.9102,0.9139,0.90997,0.90868,0.9102,0.9102,0.9102
45,0.9166,0.91653,0.91667,0.91504,0.9166,0.9166,0.9166
46,0.9156,0.91754,0.91596,0.9139,0.9156,0.9156,0.9156
47,0.9219,0.92167,0.92185,0.92059,0.9219,0.9219,0.9219
48,0.9297,0.92954,0.92969,0.92914,0.9297,0.9297,0.9297
49,0.9198,0.91973,0.91968,0.91839,0.9198,0.9198,0.9198
50,0.9196,0.92333,0.91862,0.91908,0.9196,0.9196,0.9196
