round,client,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0,0.84178,0.79817,0.75712,0.77368,0.84178,0.84178,0.84178
1,1,0.81857,0.82731,0.65772,0.68542,0.81857,0.81857,0.81857
1,2,0.83514,0.78094,0.77171,0.7761,0.83514,0.83514,0.83514
1,3,0.4021,0.6371,0.59787,0.39717,0.4021,0.4021,0.4021
2,0,0.84178,0.79953,0.7544,0.77222,0.84178,0.84178,0.84178
2,1,0.81636,0.83748,0.6481,0.67422,0.81636,0.81636,0.81636
2,2,0.83901,0.78951,0.76466,0.77554,0.83901,0.83901,0.83901
2,3,0.59366,0.67594,0.71729,0.58838,0.59366,0.59366,0.59366
3,0,0.84141,0.79509,0.7623,0.7761,0.84141,0.84141,0.84141
3,1,0.81673,0.83398,0.65032,0.67682,0.81673,0.81673,0.81673
3,2,0.84067,0.79533,0.75811,0.7734,0.84067,0.84067,0.84067
3,3,0.59808,0.67685,0.71974,0.59237,0.59808,0.59808,0.59808
4,0,0.84012,0.79724,0.75157,0.7695,0.84012,0.84012,0.84012
4,1,0.8193,0.82823,0.6592,0.68722,0.8193,0.8193,0.8193
4,2,0.83643,0.78481,0.76442,0.77354,0.83643,0.83643,0.83643
4,3,0.59735,0.67661,0.71925,0.59169,0.59735,0.59735,0.59735
5,0,0.83993,0.79431,0.75688,0.77222,0.83993,0.83993,0.83993
5,1,0.8263,0.81566,0.68484,0.71465,0.8263,0.8263,0.8263
5,2,0.83957,0.79271,0.75885,0.77299,0.83957,0.83957,0.83957
5,3,0.5979,0.67707,0.71987,0.59223,0.5979,0.5979,0.5979
6,0,0.84104,0.79405,0.76304,0.77621,0.84104,0.84104,0.84104
6,1,0.82667,0.81253,0.68805,0.7176,0.82667,0.82667,0.82667
6,2,0.83846,0.79047,0.75886,0.7722,0.83846,0.83846,0.83846
6,3,0.60085,0.67805,0.72183,0.59493,0.60085,0.60085,0.60085
7,0,0.83993,0.79579,0.75367,0.77051,0.83993,0.83993,0.83993
7,1,0.81654,0.82529,0.65341,0.68018,0.81654,0.81654,0.81654
7,2,0.83072,0.77334,0.78061,0.77683,0.83072,0.83072,0.83072
7,3,0.60398,0.67884,0.72367,0.59776,0.60398,0.60398,0.60398
8,0,0.84141,0.79668,0.7586,0.77419,0.84141,0.84141,0.84141
8,1,0.81636,0.82737,0.65205,0.67864,0.81636,0.81636,0.81636
8,2,0.83772,0.78767,0.76281,0.77368,0.83772,0.83772,0.83772
8,3,0.59919,0.67722,0.72048,0.59338,0.59919,0.59919,0.59919
9,0,0.84178,0.79782,0.75786,0.77407,0.84178,0.84178,0.84178
